SELL at 248.8000030517578
SELL at 248.8000030517578
SELL at 248.8000030517578
WAIT | Price: 66615.96875 | RSI: 34.45 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66656.9140625 | RSI: 34.58 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66656.9140625 | RSI: 34.58 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66656.9140625 | RSI: 34.58 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66656.9140625 | RSI: 34.58 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66656.9140625 | RSI: 34.58 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66656.9140625 | RSI: 34.58 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66656.9140625 | RSI: 34.58 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66656.9140625 | RSI: 34.58 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66656.9140625 | RSI: 34.58 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66656.9140625 | RSI: 34.58 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66657.515625 | RSI: 34.59 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66657.515625 | RSI: 34.59 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66657.515625 | RSI: 34.59 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66657.515625 | RSI: 34.59 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66657.515625 | RSI: 34.59 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66657.515625 | RSI: 34.59 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66657.515625 | RSI: 34.59 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66657.515625 | RSI: 34.59 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66657.515625 | RSI: 34.59 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66657.515625 | RSI: 34.59 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66657.515625 | RSI: 34.59 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66657.515625 | RSI: 34.59 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66657.515625 | RSI: 34.59 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66186.78125 | RSI: 33.23 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66186.78125 | RSI: 33.23 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66186.78125 | RSI: 33.23 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66186.78125 | RSI: 33.23 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66186.78125 | RSI: 33.23 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66211.3984375 | RSI: 33.27 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66211.3984375 | RSI: 33.27 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 66211.3984375 | RSI: 33.27 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76693.00967407227 | Profit: 66693.00967407227 (666.93%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76693.00967407227 | Profit: 66693.00967407227 (666.93%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76711.06436157227 | Profit: 66711.06436157227 (667.11%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76711.06436157227 | Profit: 66711.06436157227 (667.11%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76711.06436157227 | Profit: 66711.06436157227 (667.11%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76711.06436157227 | Profit: 66711.06436157227 (667.11%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76711.06436157227 | Profit: 66711.06436157227 (667.11%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76655.01748657227 | Profit: 66655.01748657227 (666.55%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76655.01748657227 | Profit: 66655.01748657227 (666.55%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76655.01748657227 | Profit: 66655.01748657227 (666.55%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76655.01748657227 | Profit: 66655.01748657227 (666.55%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76655.01748657227 | Profit: 66655.01748657227 (666.55%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76643.55654907227 | Profit: 66643.55654907227 (666.44%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76643.55654907227 | Profit: 66643.55654907227 (666.44%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76661.72061157227 | Profit: 66661.72061157227 (666.62%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76661.72061157227 | Profit: 66661.72061157227 (666.62%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76661.72061157227 | Profit: 66661.72061157227 (666.62%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76660.19717407227 | Profit: 66660.19717407227 (666.60%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76660.19717407227 | Profit: 66660.19717407227 (666.60%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76660.19717407227 | Profit: 66660.19717407227 (666.60%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76660.19717407227 | Profit: 66660.19717407227 (666.60%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76660.19717407227 | Profit: 66660.19717407227 (666.60%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76660.19717407227 | Profit: 66660.19717407227 (666.60%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76690.13467407227 | Profit: 66690.13467407227 (666.90%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76690.13467407227 | Profit: 66690.13467407227 (666.90%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76690.13467407227 | Profit: 66690.13467407227 (666.90%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76690.13467407227 | Profit: 66690.13467407227 (666.90%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76691.66592407227 | Profit: 66691.66592407227 (666.92%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76691.66592407227 | Profit: 66691.66592407227 (666.92%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76715.36123657227 | Profit: 66715.36123657227 (667.15%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76732.47061157227 | Profit: 66732.47061157227 (667.32%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 10000.0 | Profit: 0.0 (0.00%)
WAIT | Price: 361.8299865722656 | RSI: 32.82 | Balance: 10000 | Net Worth: 76718.98623657227 | Profit: 66718.98623657227 (667.19%)
